Gene Symbol,Description,Category,Uniprot ID,Gifts,GC Id,Relevance score, GeneCards Link
"RASIP1","Ras Interacting Protein 1","Protein Coding","Q5U651","47","GC19M048720","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RASIP1"
"H3C13","H3 Clustered Histone 13","Protein Coding","Q71DI3","45","GC01M167216","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3C13"
"H3-5","H3.5 Histone","Protein Coding","Q6NXT2","44","GC12M036090","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-5"
"ZNF496","Zinc Finger Protein 496","Protein Coding","Q96IT1","44","GC01M247297","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ZNF496"
"SPIN4","Spindlin Family Member 4","Protein Coding","Q56A73","42","GC0XM063347","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPIN4"
"PWWP2B","PWWP Domain Containing 2B","Protein Coding","Q6NUJ5","40","GC10P132397","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PWWP2B"
"FAM228A","Family With Sequence Similarity 228 Member A","Protein Coding","Q86W67","38","GC02P024175","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FAM228A"
"H3-7","H3.7 Histone (Putative)","Protein Coding","Q5TEC6","32","GC01M166852","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=H3-7"
"LOC105980006","PLCR-B Recombination Region","Functional Element","","7","GC05P176072","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105980006"
"LOC105980008","DLCR-2B Recombination Region","Functional Element","","7","GC05P190401","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC105980008"
"LOC129995362","ATAC-STARR-Seq Lymphoblastoid Silent Region 16676","Functional Element","","7","GC05P190939","1.12274849414825","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC129995362"
"INS","Insulin","Protein Coding","P01308","61","GC11M002159","0.882227182388306","https://www.genecards.org/cgi-bin/carddisp.pl?gene=INS"
"ATM","ATM Serine/Threonine Kinase","Protein Coding","Q13315","66","GC11P108222","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ATM"
"POLG","DNA Polymerase Gamma, Catalytic Subunit","Protein Coding","P54098","61","GC15M163223","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG"
"NDUFS1","NADH:Ubiquinone Oxidoreductase Core Subunit S1","Protein Coding","P28331","57","GC02M206114","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS1"
"MT-ATP6","Mitochondrially Encoded ATP Synthase Membrane Subunit 6","Protein Coding","P00846","44","GCMTP008531","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ATP6"
"MT-ND2","Mitochondrially Encoded NADH:Ubiquinone Oxidoreductase Core Subunit 2","Protein Coding","P03891","44","GCMTP004472","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ND2"
"C11orf65","Chromosome 11 Open Reading Frame 65","Protein Coding","Q8NCR3","42","GC11M108308","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=C11orf65"
"MT-ATP8","Mitochondrially Encoded ATP Synthase Membrane Subunit 8","Protein Coding","P03928","42","GCMTP008368","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-ATP8"
"MT-RNR2","Mitochondrially Encoded 16S RRNA","RNA Gene","Q8IVG9","31","GCMTP001674","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR2"
"MT-RNR1","Mitochondrially Encoded 12S RRNA","RNA Gene","A0A0C5B5G6","26","GCMTP000642","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-RNR1"
"MT-TV","Mitochondrially Encoded TRNA-Val (GUN)","RNA Gene","","23","GCMTP001605","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TV"
"MT-TE","Mitochondrially Encoded TRNA-Glu (GAA/G)","RNA Gene","","22","GCMTM014676","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TE"
"MT-TK","Mitochondrially Encoded TRNA-Lys (AAA/G)","RNA Gene","","22","GCMTP008297","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TK"
"MT-TL2","Mitochondrially Encoded TRNA-Leu (CUN) 2","RNA Gene","","22","GCMTP012268","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TL2"
"MT-TN","Mitochondrially Encoded TRNA-Asn (AAU/C)","RNA Gene","","22","GCMTM005659","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TN"
"MT-TD","Mitochondrially Encoded TRNA-Asp (GAU/C)","RNA Gene","","21","GCMTP007520","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TD"
"MT-TI","Mitochondrially Encoded TRNA-Ile (AUU/C)","RNA Gene","","21","GCMTP004265","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TI"
"MT-TM","Mitochondrially Encoded TRNA-Met (AUA/G)","RNA Gene","","21","GCMTP004404","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TM"
"MT-TA","Mitochondrially Encoded TRNA-Ala (GCN)","RNA Gene","","20","GCMTM005589","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TA"
"MT-TC","Mitochondrially Encoded TRNA-Cys (UGU/C)","RNA Gene","","20","GCMTM005763","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TC"
"MT-TG","Mitochondrially Encoded TRNA-Gly (GGN)","RNA Gene","","20","GCMTP009993","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TG"
"MT-TR","Mitochondrially Encoded TRNA-Arg (CGN)","RNA Gene","","20","GCMTP010407","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TR"
"MT-TY","Mitochondrially Encoded TRNA-Tyr (UAU/C)","RNA Gene","","20","GCMTM005828","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TY"
"MT-TP","Mitochondrially Encoded TRNA-Pro (CCN)","RNA Gene","","19","GCMTM015957","0.874514043331146","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MT-TP"
"ASAH1","N-Acylsphingosine Amidohydrolase 1","Protein Coding","Q13510","62","GC08M018055","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASAH1"
"ASS1","Argininosuccinate Synthase 1","Protein Coding","P00966","62","GC09P130444","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASS1"
"GLA","Galactosidase Alpha","Protein Coding","P06280","62","GC0XM101393","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GLA"
"NPC1","NPC Intracellular Cholesterol Transporter 1","Protein Coding","O15118","62","GC18M023506","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC1"
"PRKAG2","Protein Kinase AMP-Activated Non-Catalytic Subunit Gamma 2","Protein Coding","Q9UGJ0","62","GC07M151556","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PRKAG2"
"CYCS","Cytochrome C, Somatic","Protein Coding","P99999","61","GC07M025118","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CYCS"
"DNM1L","Dynamin 1 Like","Protein Coding","O00429","61","GC12P032679","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DNM1L"
"MFN2","Mitofusin 2","Protein Coding","O95140","61","GC01P011980","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MFN2"
"PSAP","Prosaposin","Protein Coding","P07602","61","GC10M071816","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PSAP"
"RRM2B","Ribonucleotide Reductase Regulatory TP53 Inducible Subunit M2B","Protein Coding","Q7LG56","61","GC08M102204","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RRM2B"
"SDHA","Succinate Dehydrogenase Complex Flavoprotein Subunit A","Protein Coding","P31040","61","GC05P000248","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SDHA"
"SLC25A4","Solute Carrier Family 25 Member 4","Protein Coding","P12235","61","GC04P185143","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC25A4"
"ARSA","Arylsulfatase A","Protein Coding","P15289","60","GC22M050622","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ARSA"
"PAH","Phenylalanine Hydroxylase","Protein Coding","P00439","60","GC12M102836","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PAH"
"PPARGC1A","PPARG Coactivator 1 Alpha","Protein Coding","Q9UBK2","60","GC04M023755","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PPARGC1A"
"TYMP","Thymidine Phosphorylase","Protein Coding","P19971","60","GC22M050525","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TYMP"
"SUCLA2","Succinate-CoA Ligase ADP-Forming Subunit Beta","Protein Coding","Q9P2R7","59","GC13M047745","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SUCLA2"
"VDAC1","Voltage Dependent Anion Channel 1","Protein Coding","P21796","59","GC05M133975","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VDAC1"
"ASL","Argininosuccinate Lyase","Protein Coding","P04424","58","GC07P066075","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ASL"
"CKM","Creatine Kinase, M-Type","Protein Coding","P06732","58","GC19M045306","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKM"
"COX4I1","Cytochrome C Oxidase Subunit 4I1","Protein Coding","P13073","58","GC16P085798","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX4I1"
"CS","Citrate Synthase","Protein Coding","O75390","58","GC12M056271","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CS"
"ETFA","Electron Transfer Flavoprotein Subunit Alpha","Protein Coding","P13804","58","GC15M162854","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETFA"
"GALC","Galactosylceramidase","Protein Coding","P54803","58","GC14M087837","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GALC"
"IDUA","Alpha-L-Iduronidase","Protein Coding","P35475","58","GC04P000986","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IDUA"
"LARS2","Leucyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q15031","58","GC03P064830","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LARS2"
"NDUFS7","NADH:Ubiquinone Oxidoreductase Core Subunit S7","Protein Coding","O75251","58","GC19P151406","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS7"
"NDUFV1","NADH:Ubiquinone Oxidoreductase Core Subunit V1","Protein Coding","P49821","58","GC11P107995","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV1"
"SCO2","Synthesis Of Cytochrome C Oxidase 2","Protein Coding","O43819","58","GC22M050523","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCO2"
"SLC19A3","Solute Carrier Family 19 Member 3","Protein Coding","Q9BZV2","58","GC02M227685","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SLC19A3"
"UQCRC2","Ubiquinol-Cytochrome C Reductase Core Protein 2","Protein Coding","P22695","58","GC16P120689","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRC2"
"AARS2","Alanyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q5JTZ9","57","GC06M106778","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AARS2"
"ACAD9","Acyl-CoA Dehydrogenase Family Member 9","Protein Coding","Q9H845","57","GC03P143107","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ACAD9"
"BCS1L","BCS1 Homolog, Ubiquinol-Cytochrome C Reductase Complex Chaperone","Protein Coding","Q9Y276","57","GC02P218658","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCS1L"
"CKB","Creatine Kinase B","Protein Coding","P12277","57","GC14M103519","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKB"
"COX5A","Cytochrome C Oxidase Subunit 5A","Protein Coding","P20674","57","GC15M074919","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX5A"
"CRHR1","Corticotropin Releasing Hormone Receptor 1","Protein Coding","P34998","57","GC17P045784","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CRHR1"
"KAT8","Lysine Acetyltransferase 8","Protein Coding","Q9H7Z6","57","GC16P121083","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=KAT8"
"NDUFS2","NADH:Ubiquinone Oxidoreductase Core Subunit S2","Protein Coding","O75306","57","GC01P161197","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS2"
"NDUFS8","NADH:Ubiquinone Oxidoreductase Core Subunit S8","Protein Coding","O00217","57","GC11P068030","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS8"
"SCO1","Synthesis Of Cytochrome C Oxidase 1","Protein Coding","O75880","57","GC17M010672","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SCO1"
"SPG7","SPG7 Matrix AAA Peptidase Subunit, Paraplegin","Protein Coding","Q9UQ90","57","GC16P122938","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SPG7"
"TFAM","Transcription Factor A, Mitochondrial","Protein Coding","Q00059","57","GC10P058385","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFAM"
"UGCG","UDP-Glucose Ceramide Glucosyltransferase","Protein Coding","Q16739","57","GC09P111896","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UGCG"
"UQCRB","Ubiquinol-Cytochrome C Reductase Binding Protein","Protein Coding","P14927","57","GC08M096225","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRB"
"WARS2","Tryptophanyl TRNA Synthetase 2, Mitochondrial","Protein Coding","Q9UGM6","57","GC01M119031","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WARS2"
"WDR5","WD Repeat Domain 5","Protein Coding","P61964","57","GC09P134135","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=WDR5"
"YARS2","Tyrosyl-TRNA Synthetase 2","Protein Coding","Q9Y2Z4","57","GC12M036114","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=YARS2"
"BCKDHB","Branched Chain Keto Acid Dehydrogenase E1 Subunit Beta","Protein Coding","P21953","56","GC06P080106","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=BCKDHB"
"COQ6","Coenzyme Q6, Monooxygenase","Protein Coding","Q9Y2Z9","56","GC14P073949","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ6"
"COX10","Cytochrome C Oxidase Assembly Factor Heme A:Farnesyltransferase COX10","Protein Coding","Q12887","56","GC17P014069","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX10"
"COX6B1","Cytochrome C Oxidase Subunit 6B1","Protein Coding","P14854","56","GC19P152393","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX6B1"
"DGUOK","Deoxyguanosine Kinase","Protein Coding","Q16854","56","GC02P073926","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DGUOK"
"GDF15","Growth Differentiation Factor 15","Protein Coding","Q99988","56","GC19P152105","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GDF15"
"NARS2","Asparaginyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q96I59","56","GC11M078435","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NARS2"
"NDUFV2","NADH:Ubiquinone Oxidoreductase Core Subunit V2","Protein Coding","P19404","56","GC18P009116","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFV2"
"NPC2","NPC Intracellular Cholesterol Transporter 2","Protein Coding","P61916","56","GC14M074476","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NPC2"
"COQ8A","Coenzyme Q8A","Protein Coding","Q8NI60","55","GC01P226957","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8A"
"COX15","Cytochrome C Oxidase Assembly Homolog COX15","Protein Coding","Q7KZN9","55","GC10M099696","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX15"
"COX6A1","Cytochrome C Oxidase Subunit 6A1","Protein Coding","P12074","55","GC12P138864","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX6A1"
"DARS2","Aspartyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q6PI48","55","GC01P173824","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=DARS2"
"ETHE1","ETHE1 Persulfide Dioxygenase","Protein Coding","O95571","55","GC19M043506","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ETHE1"
"GM2A","Ganglioside GM2 Activator","Protein Coding","P17900","55","GC05P151212","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GM2A"
"MTO1","Mitochondrial TRNA Translation Optimization 1","Protein Coding","Q9Y2Z2","55","GC06P073461","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTO1"
"NDUFA1","NADH:Ubiquinone Oxidoreductase Subunit A1","Protein Coding","O15239","55","GC0XP119871","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA1"
"NDUFB8","NADH:Ubiquinone Oxidoreductase Subunit B8","Protein Coding","O95169","55","GC10M100523","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFB8"
"NDUFS4","NADH:Ubiquinone Oxidoreductase Subunit S4","Protein Coding","O43181","55","GC05P053560","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS4"
"NDUFS6","NADH:Ubiquinone Oxidoreductase Subunit S6","Protein Coding","O75380","55","GC05P001801","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFS6"
"PUS1","Pseudouridine Synthase 1","Protein Coding","Q9Y606","55","GC12P131929","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS1"
"RARS2","Arginyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q5T160","55","GC06M108490","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=RARS2"
"SURF1","SURF1 Cytochrome C Oxidase Assembly Factor","Protein Coding","Q15526","55","GC09M133351","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SURF1"
"TSFM","Ts Translation Elongation Factor, Mitochondrial","Protein Coding","P43897","55","GC12P057782","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TSFM"
"TWNK","Twinkle MtDNA Helicase","Protein Coding","Q96RR1","55","GC10P124377","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TWNK"
"VARS1","Valyl-TRNA Synthetase 1","Protein Coding","P26640","55","GC06M106490","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VARS1"
"VARS2","Valyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q5ST30","55","GC06P181878","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=VARS2"
"CKMT2","Creatine Kinase, Mitochondrial 2","Protein Coding","P17540","54","GC05P081233","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=CKMT2"
"COQ9","Coenzyme Q9","Protein Coding","O75208","54","GC16P057447","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ9"
"COX4I2","Cytochrome C Oxidase Subunit 4I2","Protein Coding","Q96KJ9","54","GC20P031637","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX4I2"
"ELAC2","ElaC Ribonuclease Z 2","Protein Coding","Q9BQ52","54","GC17M012991","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ELAC2"
"IARS2","Isoleucyl-TRNA Synthetase 2, Mitochondrial","Protein Coding","Q9NSE4","54","GC01P220094","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=IARS2"
"MRPS22","Mitochondrial Ribosomal Protein S22","Protein Coding","P82650","54","GC03P139005","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRPS22"
"NDUFA4","NDUFA4 Mitochondrial Complex Associated","Protein Coding","O00483","54","GC07M010938","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFA4"
"NDUFAF2","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 2","Protein Coding","Q8N183","54","GC05P060945","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF2"
"PDSS1","Decaprenyl Diphosphate Synthase Subunit 1","Protein Coding","Q5T2R2","54","GC10P026697","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS1"
"PDSS2","Decaprenyl Diphosphate Synthase Subunit 2","Protein Coding","Q86YH6","54","GC06M107152","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PDSS2"
"PLEKHM1","Pleckstrin Homology And RUN Domain Containing M1","Protein Coding","Q9Y4G2","54","GC17M097332","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PLEKHM1"
"SSBP1","Single Stranded DNA Binding Protein 1","Protein Coding","Q04837","54","GC07P167780","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=SSBP1"
"TRIT1","TRNA Isopentenyltransferase 1","Protein Coding","Q9H3H1","54","GC01M039842","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRIT1"
"TRNT1","TRNA Nucleotidyl Transferase 1","Protein Coding","Q96Q11","54","GC03P003126","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRNT1"
"UQCRQ","Ubiquinol-Cytochrome C Reductase Complex III Subunit VII","Protein Coding","O14949","54","GC05P132866","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=UQCRQ"
"AGK","Acylglycerol Kinase","Protein Coding","Q53H12","53","GC07P141551","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=AGK"
"COQ2","Coenzyme Q2, Polyprenyltransferase","Protein Coding","Q96H96","53","GC04M083261","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ2"
"COX8A","Cytochrome C Oxidase Subunit 8A","Protein Coding","P10176","53","GC11P107659","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COX8A"
"MPV17","Mitochondrial Inner Membrane Protein MPV17","Protein Coding","P39210","53","GC02M027309","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MPV17"
"MTFMT","Mitochondrial Methionyl-TRNA Formyltransferase","Protein Coding","Q96DP5","53","GC15M065001","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MTFMT"
"NDUFAF1","NADH:Ubiquinone Oxidoreductase Complex Assembly Factor 1","Protein Coding","Q9Y375","53","GC15M041387","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=NDUFAF1"
"OGA","O-GlcNAcase","Protein Coding","O60502","53","GC10M101785","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=OGA"
"POLG2","DNA Polymerase Gamma 2, Accessory Subunit","Protein Coding","Q9UHN1","53","GC17M064477","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=POLG2"
"THG1L","TRNA-Histidine Guanylyltransferase 1 Like","Protein Coding","Q9NWX6","53","GC05P157731","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=THG1L"
"COQ8B","Coenzyme Q8B","Protein Coding","Q96D53","52","GC19M108747","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ8B"
"FGF21","Fibroblast Growth Factor 21","Protein Coding","Q9NSA1","52","GC19P152833","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FGF21"
"GTPBP3","GTP Binding Protein 3, Mitochondrial","Protein Coding","Q969Y2","52","GC19P152085","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=GTPBP3"
"TFB1M","Transcription Factor B1, Mitochondrial","Protein Coding","Q8WVM0","52","GC06M155247","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TFB1M"
"TMEM126A","Transmembrane Protein 126A","Protein Coding","Q9H061","52","GC11P085647","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM126A"
"ADI1","Acireductone Dioxygenase 1","Protein Coding","Q9BV57","51","GC02M004868","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=ADI1"
"COQ4","Coenzyme Q4","Protein Coding","Q9Y3A0","51","GC09P128322","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=COQ4"
"FASTKD2","FAST Kinase Domains 2","Protein Coding","Q9NYY8","51","GC02P206770","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FASTKD2"
"FBXL4","F-Box And Leucine Rich Repeat Protein 4","Protein Coding","Q9UKA2","51","GC06M098868","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=FBXL4"
"LYRM7","LYR Motif Containing 7","Protein Coding","Q5U5X0","51","GC05P131170","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=LYRM7"
"MRM2","Mitochondrial RRNA Methyltransferase 2","Protein Coding","Q9UI43","51","GC07M002234","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MRM2"
"PQBP1","Polyglutamine Binding Protein 1","Protein Coding","O60828","51","GC0XP048890","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PQBP1"
"TIMMDC1","Translocase Of Inner Mitochondrial Membrane Domain Containing 1","Protein Coding","Q9NPL8","51","GC03P119498","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TIMMDC1"
"TMEM70","Transmembrane Protein 70","Protein Coding","Q9BUB7","51","GC08P073972","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM70"
"TRMU","TRNA Mitochondrial 2-Thiouridylase","Protein Coding","O75648","51","GC22P046330","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TRMU"
"MSL3","MSL Complex Subunit 3","Protein Coding","Q8N5Y2","50","GC0XP011758","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=MSL3"
"PUS3","Pseudouridine Synthase 3","Protein Coding","Q9BZE2","50","GC11M125893","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=PUS3"
"TMEM126B","Transmembrane Protein 126B","Protein Coding","Q8IUX1","50","GC11P085628","0.720335483551025","https://www.genecards.org/cgi-bin/carddisp.pl?gene=TMEM126B"
